DateTime,Time,Currency,Importance,Event,Actual,Forecast,Previous
2016/02/08 06:35:00,06:35,EUR,Low,German 6-Month Bubill Auction,-0.435%,,-0.436%
2016/02/08 08:00:00,08:00,INR,Medium,GDP Quarterly (YoY) (Q3),7.3%,7.3%,7.4%
2016/02/08 09:30:00,09:30,CAD,Medium,Building Permits (MoM) (Dec),11.3%,5.6%,-19.9%
2016/02/08 10:00:00,10:00,EUR,Low,French 12-Month BTF Auction,-0.426%,,-0.397%
2016/02/08 10:00:00,10:00,EUR,Low,French 3-Month BTF Auction,-0.359%,,-0.365%
2016/02/08 10:00:00,10:00,EUR,Low,French 6-Month BTF Auction,-0.376%,,-0.372%
2016/02/08 11:00:00,11:00,USD,Low,CB Employment Trends Index (Jan),128.93,,128.71
2016/02/08 11:00:00,11:00,USD,Low,Fed Labor Market Conditions Index,0.4,2.5,2.3
2016/02/08 12:30:00,12:30,USD,Low,3-Month Bill Auction,0.315%,,0.350%
2016/02/08 12:30:00,12:30,USD,Low,6-Month Bill Auction,0.420%,,0.465%
2016/02/08 19:50:00,19:50,JPY,Low,M2 Money Stock (YoY),3.2%,3.1%,3.1%
2016/02/08 20:01:00,20:01,GBP,Medium,BRC Retail Sales Monitor (YoY) (Jan),2.6%,0.4%,0.1%
2016/02/08 20:30:00,20:30,AUD,Medium,NAB Business Confidence (Jan),2,2,3
2016/02/08 20:30:00,20:30,AUD,Low,NAB Business Survey (Jan),5,,7
2016/02/08 23:45:00,23:45,JPY,Low,30-Year JGB Auction,1.068%,,1.224%
2016/02/09 02:00:00,02:00,JPY,Low,Machine Tool Orders (YoY),-17.2%,,-25.7%
2016/02/09 02:45:00,02:45,CHF,Low,Unemployment Rate n.s.a. (Jan),3.8%,3.7%,3.7%
2016/02/09 02:45:00,02:45,CHF,Low,Unemployment Rate s.a. (Jan),3.4%,3.4%,3.4%
2016/02/09 03:00:00,03:00,EUR,Low,German Exports (MoM) (Dec),-1.6%,0.5%,0.5%
2016/02/09 03:00:00,03:00,EUR,Low,German Imports (MoM) (Dec),-1.6%,-0.5%,1.3%
2016/02/09 03:00:00,03:00,EUR,Medium,German Industrial Production (MoM) (Dec),-1.2%,0.4%,-0.1%
2016/02/09 03:00:00,03:00,EUR,Medium,German Trade Balance (Dec),18.8B,20.2B,20.5B
2016/02/09 03:45:00,03:45,EUR,Low,French Government Budget Balance (Dec),-70.5B,,-82.8B
2016/02/09 03:45:00,03:45,EUR,Low,French Industrial Investments (Q1),7.0%,,3.0%
2016/02/09 05:30:00,05:30,GBP,Medium,BoE MPC Member Cunliffe Speaks,,,
2016/02/09 05:30:00,05:30,GBP,Medium,Trade Balance (Dec),-9.92B,-10.40B,-11.50B
2016/02/09 05:30:00,05:30,GBP,Medium,Trade Balance Non-EU (Dec),-2.36B,-2.60B,-3.54B
2016/02/09 07:00:00,07:00,USD,Low,NFIB Small Business Optimism (Jan),93.9,94.6,95.2
2016/02/09 09:55:00,09:55,USD,Low,Redbook (MoM),-2.6%,,-1.5%
2016/02/09 09:55:00,09:55,USD,Low,Redbook (YoY),0.6%,,0.8%
2016/02/09 11:00:00,11:00,USD,High,JOLTS Job Openings (Dec),5.607M,5.400M,5.346M
2016/02/09 11:00:00,11:00,USD,Low,Wholesale Inventories (MoM) (Dec),-0.1%,-0.2%,-0.4%
2016/02/09 12:30:00,12:30,USD,Low,4-Week Bill Auction,0.265%,,0.270%
2016/02/09 14:00:00,14:00,USD,Medium,3-Year Note Auction,0.844%,,1.174%
2016/02/09 17:35:00,17:35,USD,Medium,API Weekly Crude Oil Stock,2.400M,3.800M,3.837M
2016/02/09 17:35:00,17:35,USD,Medium,API Weekly Cushing Crude Oil Stock,0.715M,,-0.665M
2016/02/09 17:35:00,17:35,USD,Low,API Weekly Distillates Stocks,1.690M,,0.400M
2016/02/09 17:35:00,17:35,USD,Low,API Weekly Gasoline Stock,3.100M,,6.500M
2016/02/09 17:45:00,17:45,NZD,Low,Electronic Card Retail Sales (YoY) (Jan),5.2%,,6.6%
2016/02/09 17:45:00,17:45,NZD,Medium,Electronic Card Retail Sales (MoM) (Jan),0.3%,0.3%,0.1%
2016/02/09 19:30:00,19:30,AUD,Low,Westpac Consumer Sentiment (Feb),4.2%,-1.0%,-3.5%
2016/02/09 19:50:00,19:50,JPY,Low,PPI (MoM) (Jan),-0.9%,-0.7%,-0.3%
2016/02/09 19:50:00,19:50,JPY,Low,PPI (YoY) (Jan),-3.1%,-2.8%,-3.4%
2016/02/09 20:00:00,20:00,AUD,Medium,HIA New Home Sales (MoM) (Dec),6.0%,,-2.7%
2016/02/10 03:45:00,03:45,EUR,Low,French Industrial Production (MoM) (Dec),-1.6%,0.2%,-0.9%
2016/02/10 05:00:00,05:00,EUR,Low,Italian Industrial Production (YoY) (Dec),-1.0%,1.4%,1.1%
2016/02/10 05:00:00,05:00,EUR,Low,Italian Industrial Production (MoM) (Dec),-0.7%,0.3%,-0.5%
2016/02/10 05:30:00,05:30,GBP,Low,Construction Output (MoM) (Dec),3.00%,,-0.90%
2016/02/10 05:30:00,05:30,GBP,Low,U.K. Construction Output (YoY) (Dec),4.30%,,1.10%
2016/02/10 05:30:00,05:30,GBP,Low,Industrial Production (YoY) (Dec),-0.4%,1.0%,0.7%
2016/02/10 05:30:00,05:30,GBP,Medium,Industrial Production (MoM) (Dec),-1.1%,-0.1%,-0.8%
2016/02/10 05:30:00,05:30,GBP,Low,Manufacturing Production (YoY) (Dec),-1.7%,-1.4%,-1.2%
2016/02/10 05:30:00,05:30,GBP,Medium,Manufacturing Production (MoM) (Dec),-0.2%,0.1%,-0.3%
2016/02/10 06:10:00,06:10,EUR,Low,Italian 12-Month BOT Auction,-0.032%,,-0.074%
2016/02/10 06:35:00,06:35,EUR,Low,German 2-Year Schatz Auction,-0.500%,,-0.380%
2016/02/10 08:00:00,08:00,USD,Low,MBA 30-Year Mortgage Rate,3.91%,,3.97%
2016/02/10 08:00:00,08:00,USD,Low,MBA Mortgage Applications (WoW),9.3%,,-2.6%
2016/02/10 08:00:00,08:00,USD,Low,MBA Purchase Index,221.6,,221.1
2016/02/10 08:00:00,08:00,USD,Low,Mortgage Market Index,503.6,,460.6
2016/02/10 08:00:00,08:00,USD,Low,Mortgage Refinance Index,"2,117.2",,"1,827.6"
2016/02/10 11:00:00,11:00,GBP,Medium,NIESR GDP Estimate,0.4%,,0.5%
2016/02/10 11:00:00,11:00,USD,High,Fed Chair Yellen Testifies,,,
2016/02/10 11:30:00,11:30,USD,High,Crude Oil Inventories,-0.754M,3.550M,7.792M
2016/02/10 11:30:00,11:30,USD,Low,Crude Oil Imports,-1.132M,,0.647M
2016/02/10 11:30:00,11:30,USD,Medium,Cushing Crude Oil Inventories,0.523M,,0.747M
2016/02/10 11:30:00,11:30,USD,Low,Distillate Fuel Production,-0.078M,,-0.017M
2016/02/10 11:30:00,11:30,USD,Low,EIA Weekly Distillates Stocks,1.281M,-1.570M,-0.777M
2016/02/10 11:30:00,11:30,USD,Low,Gasoline Production,0.911M,,-0.735M
2016/02/10 11:30:00,11:30,USD,Low,Heating Oil Stockpiles,0.431M,,0.370M
2016/02/10 11:30:00,11:30,USD,Low,Gasoline Inventories,1.258M,0.417M,5.938M
2016/02/10 14:00:00,14:00,USD,High,10-Year Note Auction,1.730%,,2.090%
2016/02/10 14:30:00,14:30,USD,Medium,FOMC Member Williams Speaks,,,
2016/02/10 15:00:00,15:00,USD,Medium,Federal Budget Balance (Jan),55.2B,45.0B,-14.0B
2016/02/10 16:30:00,16:30,USD,Medium,Fed's Balance Sheet,"4,486.28B",,"4,483.50B"
2016/02/10 17:30:00,17:30,NZD,Medium,Business NZ PMI (Jan),57.9,,56.7
2016/02/10 20:00:00,20:00,AUD,Low,MI Inflation Expectations,3.6%,,3.6%
2016/02/11 04:15:00,04:15,CHF,Medium,CPI (MoM) (Jan),-0.4%,-0.4%,-0.4%
2016/02/11 04:15:00,04:15,CHF,Low,CPI (YoY) (Jan),-1.3%,-1.3%,-1.3%
2016/02/11 05:30:00,05:30,ZAR,Low,Gold Production (YoY) (Dec),-4.9%,,2.3%
2016/02/11 05:30:00,05:30,ZAR,Low,Mining Production (Dec),-0.3%,-1.0%,-1.3%
2016/02/11 06:00:00,Tentative,EUR,Medium,Eurogroup Meetings,,,
2016/02/11 06:30:00,06:30,EUR,Low,Italian 3-Year BTP Auction,0.11%,,0.02%
2016/02/11 06:30:00,06:30,EUR,Low,Italian 7-Year BTP Auction,1.05%,,0.99%
2016/02/11 06:35:00,06:35,GBP,Low,30-Year Treasury Gilt Auction,2.208%,,2.490%
2016/02/11 07:00:00,07:00,ZAR,Low,Manufacturing Production (MoM) (Dec),1.8%,-0.1%,-1.2%
2016/02/11 09:00:00,09:00,RUB,Low,Central Bank reserves (USD),376.7B,,371.3B
2016/02/11 09:00:00,09:00,RUB,Low,Trade Balance,11.00B,,9.10B
2016/02/11 09:30:00,09:30,USD,Medium,Continuing Jobless Claims,"2,239K","2,250K","2,260K"
2016/02/11 09:30:00,09:30,USD,High,Initial Jobless Claims,269K,281K,285K
2016/02/11 09:30:00,09:30,USD,Low,Jobless Claims 4-Week Avg.,281.25K,,284.75K
2016/02/11 09:30:00,09:30,CAD,Medium,New Housing Price Index (MoM) (Dec),0.1%,0.2%,0.2%
2016/02/11 10:30:00,10:30,BRL,Low,Foreign Exchange Flows,-1.02B,,1.48B
2016/02/11 10:50:00,10:50,USD,Low,Bloomberg Consumer Confidence,44.5,,44.2
2016/02/11 11:00:00,11:00,USD,High,Fed Chair Yellen Testifies,,,
2016/02/11 11:30:00,11:30,USD,Low,Natural Gas Storage,-70B,-82B,-152B
2016/02/11 12:00:00,12:00,USD,High,Fed Monetary Policy Report,,,
2016/02/11 14:00:00,14:00,USD,High,30-Year Bond Auction,2.500%,,2.905%
2016/02/11 17:45:00,17:45,NZD,Low,FPI (MoM) (Jan),2.0%,1.2%,-0.8%
2016/02/11 18:30:00,18:30,AUD,Medium,RBA Governor Stevens Speaks,,,
2016/02/11 19:50:00,19:50,JPY,Low,Foreign Bonds Buying,"1,454.0B",,-78.8B
2016/02/11 19:50:00,19:50,JPY,Low,Foreign Investments in Japanese Stocks,-610.4B,,-365.0B
2016/02/11 20:30:00,20:30,AUD,Medium,Home Loans (MoM) (Dec),2.6%,3.0%,1.9%
2016/02/11 20:30:00,20:30,AUD,Low,Invest Housing Finance (MoM) (Dec),0.6%,,0.7%
2016/02/12 03:00:00,03:00,EUR,High,German CPI (MoM) (Jan),-0.8%,-0.8%,-0.8%
2016/02/12 03:00:00,03:00,EUR,Medium,German CPI (YoY) (Jan),0.5%,0.5%,0.5%
2016/02/12 03:00:00,03:00,EUR,High,German GDP (QoQ) (Q4),0.3%,0.3%,0.3%
2016/02/12 03:00:00,03:00,EUR,Medium,German GDP (YoY) (Q4),2.1%,2.3%,1.7%
2016/02/12 03:00:00,03:00,EUR,Low,German WPI (YoY) (Jan),-1.0%,,-1.0%
2016/02/12 03:00:00,03:00,EUR,Low,German WPI (MoM) (Jan),-0.4%,0.2%,-0.8%
2016/02/12 03:45:00,03:45,EUR,Low,French Non-Farm Payrolls (QoQ) (Q4),0.2%,0.1%,0.0%
2016/02/12 04:00:00,04:00,EUR,Low,Spanish CPI (MoM) (Jan),-1.9%,-1.9%,-1.9%
2016/02/12 04:00:00,04:00,EUR,Medium,Spanish CPI (YoY) (Jan),-0.3%,-0.3%,-0.3%
2016/02/12 04:00:00,04:00,EUR,Medium,Spanish HICP (YoY) (Jan),-0.4%,-0.4%,-0.4%
2016/02/12 04:00:00,04:00,EUR,Low,Spanish HICP (MoM) (Jan),-2.5%,-2.5%,-2.5%
2016/02/12 05:00:00,05:00,EUR,Low,Italian GDP (YoY) (Q4),1.0%,1.2%,0.8%
2016/02/12 05:00:00,05:00,EUR,Low,Italian GDP (QoQ) (Q4),0.1%,0.3%,0.2%
2016/02/12 06:00:00,Tentative,EUR,Medium,EU Finance Ministers Meeting,,,
2016/02/12 06:00:00,06:00,EUR,Medium,GDP (YoY) (Q4),1.5%,1.5%,1.6%
2016/02/12 06:00:00,06:00,EUR,Medium,GDP (QoQ) (Q4),0.3%,0.3%,0.3%
2016/02/12 06:00:00,06:00,EUR,Low,Industrial Production (YoY) (Dec),-1.3%,0.8%,1.4%
2016/02/12 06:00:00,06:00,EUR,Medium,Industrial Production (MoM) (Dec),-1.0%,0.3%,-0.5%
2016/02/12 07:30:00,07:30,INR,Low,"FX Reserves, USD",351.48B,,349.15B
2016/02/12 08:00:00,08:00,INR,Medium,CPI (YoY) (Jan),5.69%,5.40%,5.61%
2016/02/12 08:00:00,08:00,INR,Low,Cumulative Industrial Production (Dec),3.10%,,3.90%
2016/02/12 08:00:00,08:00,INR,Low,Industrial Production (YoY) (Dec),-1.3%,-0.1%,-3.2%
2016/02/12 08:00:00,08:00,INR,Low,Manufacturing Output (MoM) (Dec),-2.4%,,-4.4%
2016/02/12 09:30:00,09:30,USD,High,Core Retail Sales (MoM) (Jan),0.1%,0.1%,0.1%
2016/02/12 09:30:00,09:30,USD,Medium,Export Price Index (MoM) (Jan),-0.8%,-0.9%,-1.1%
2016/02/12 09:30:00,09:30,USD,Medium,Import Price Index (MoM) (Jan),-1.1%,-1.4%,-1.1%
2016/02/12 09:30:00,09:30,USD,Medium,Retail Control (MoM) (Jan),0.6%,0.3%,-0.3%
2016/02/12 09:30:00,09:30,USD,High,Retail Sales (MoM) (Jan),0.2%,0.1%,0.2%
2016/02/12 09:30:00,09:30,USD,Low,Retail Sales Ex Gas/Autos (MoM) (Jan),0.4%,0.3%,0.1%
2016/02/12 10:45:00,10:45,USD,Medium,FOMC Member Kaplan Speaks,,,
2016/02/12 10:55:00,10:55,USD,Medium,Michigan 1-Year Inflation Expectations (Feb),2.5%,,2.5%
2016/02/12 10:55:00,10:55,USD,Medium,Michigan 5-Year Inflation Expectations (Feb),2.40%,,2.70%
2016/02/12 10:55:00,10:55,USD,Medium,Michigan Consumer Expectations (Feb),81.0,82.0,82.7
2016/02/12 10:55:00,10:55,USD,Medium,Michigan Consumer Sentiment (Feb),90.7,92.0,92.0
2016/02/12 10:55:00,10:55,USD,Low,Michigan Current Conditions (Feb),105.8,105.0,106.4
2016/02/12 11:00:00,11:00,USD,Medium,Business Inventories (MoM) (Dec),0.1%,0.1%,-0.1%
2016/02/12 11:00:00,11:00,USD,Medium,FOMC Member Dudley Speaks,,,
2016/02/12 14:00:00,14:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,439,,467
2016/02/12 16:30:00,16:30,GBP,Medium,CFTC GBP speculative net positions,-36.3K,,-45.0K
2016/02/12 16:30:00,16:30,USD,Low,CFTC Copper speculative net positions,-26.8K,,-35.5K
2016/02/12 16:30:00,16:30,USD,Medium,CFTC Crude Oil speculative net positions,187.9K,,196.9K
2016/02/12 16:30:00,16:30,USD,Medium,CFTC Gold speculative net positions,98.4K,,72.8K
2016/02/12 16:30:00,16:30,USD,Medium,CFTC S&P 500 speculative net positions,-234.3K,,-225.9K
2016/02/12 16:30:00,16:30,USD,Low,CFTC Silver speculative net positions,52.7K,,38.6K
2016/02/12 16:30:00,16:30,CAD,Low,CFTC CAD speculative net positions,-51.9K,,-52.4K
2016/02/12 16:30:00,16:30,CHF,Low,CFTC CHF speculative net positions,-7.3K,,-4.7K
2016/02/12 16:30:00,16:30,AUD,Medium,CFTC AUD speculative net positions,-5.6K,,-26.2K
2016/02/12 16:30:00,16:30,JPY,Medium,CFTC JPY speculative net positions,43.2K,,37.2K
2016/02/12 16:30:00,16:30,NZD,Low,CFTC NZD speculative net positions,-9.1K,,-8.4K
2016/02/12 16:30:00,16:30,RUB,Medium,CFTC RUB speculative positions,1.7K,,1.6K
2016/02/12 16:30:00,16:30,EUR,Medium,CFTC EUR speculative net positions,-63.3K,,-87.1K
2016/02/14 17:00:00,17:00,KRW,Low,Export Price Index (YoY) (Jan),-1.3%,,-6.2%
2016/02/14 17:00:00,17:00,KRW,Low,Import Price Index (YoY) (Jan),-6.1%,,-12.0%
2016/02/14 17:30:00,17:30,NZD,Low,Performance of Services Index,55.4,,58.5
2016/02/14 19:50:00,19:50,JPY,Medium,GDP (YoY) (Q4),-1.4%,-1.2%,1.3%
2016/02/14 19:50:00,19:50,JPY,High,GDP (QoQ) (Q4),-0.4%,-0.3%,0.3%
2016/02/14 19:50:00,19:50,JPY,Low,GDP Capital Expenditure (QoQ) (Q4),1.4%,-0.2%,0.7%
2016/02/14 19:50:00,19:50,JPY,Low,GDP External Demand (QoQ) (Q4),0.1%,0.2%,0.2%
2016/02/14 19:50:00,19:50,JPY,Medium,GDP Price Index (YoY),1.5%,1.6%,1.8%
2016/02/14 19:50:00,19:50,JPY,Low,GDP Private Consumption (QoQ) (Q4),-0.8%,-0.6%,0.4%
2016/02/14 20:01:00,20:01,GBP,Low,Rightmove House Price Index (MoM),2.9%,,0.5%
2016/02/14 20:30:00,20:30,AUD,Low,New Motor Vehicle Sales (MoM) (Jan),0.5%,-0.5%,-0.5%
2016/02/14 22:00:00,22:00,NZD,Low,RBNZ Offshore Holdings (Jan),64.70%,,63.80%
2016/02/14 22:30:00,22:30,CNY,Medium,Exports (YoY) (Jan),-11.2%,-1.9%,-1.4%
2016/02/14 22:30:00,22:30,CNY,Medium,Imports (YoY) (Jan),-18.8%,-0.8%,-7.6%
2016/02/14 22:30:00,22:30,CNY,Medium,Trade Balance (USD) (Jan),63.29B,58.85B,60.09B
2016/02/14 23:00:00,23:00,KRW,Low,M2 Money supply (Dec),8.30%,,7.80%
2016/02/15 00:30:00,00:30,JPY,Low,Capacity Utilization (MoM) (Dec),-1.0%,,-0.1%
2016/02/15 00:30:00,00:30,JPY,Medium,Industrial Production (MoM) (Dec),-1.7%,-1.3%,-1.4%
2016/02/15 00:30:00,00:30,JPY,Medium,Tertiary Industry Activity Index (MoM),-0.6%,0.1%,-0.8%
2016/02/15 01:00:00,01:00,SGD,Low,Retail Sales (MoM) (Dec),-2.1%,-2.4%,1.2%
2016/02/15 01:00:00,01:00,SGD,Low,Retail Sales (YoY) (Dec),2.9%,3.4%,4.6%
2016/02/15 02:30:00,02:30,INR,Low,WPI Food (YoY) (Jan),6.02%,,8.17%
2016/02/15 02:30:00,02:30,INR,Low,WPI Fuel (YoY) (Jan),-9.21%,,-9.15%
2016/02/15 02:30:00,02:30,INR,Medium,WPI Inflation (YoY) (Jan),-0.90%,-0.15%,-0.73%
2016/02/15 02:30:00,02:30,INR,Low,WPI Manufacturing Inflation (YoY) (Jan),-1.17%,,-1.36%
2016/02/15 03:30:00,03:30,GBP,Medium,Investing.com GBP/USD Index,41.6%,,36.5%
2016/02/15 03:30:00,03:30,USD,Medium,Investing.com Gold Index,56.1%,,48.1%
2016/02/15 03:30:00,03:30,CAD,Medium,Investing.com USD/CAD Index,54.9%,,49.3%
2016/02/15 03:30:00,03:30,CHF,Medium,Investing.com USD/CHF Index,47.4%,,47.3%
2016/02/15 03:30:00,03:30,AUD,Medium,Investing.com AUD/USD Index,50.5%,,40.9%
2016/02/15 03:30:00,03:30,JPY,Medium,Investing.com USD/JPY Index,38.6%,,50.1%
2016/02/15 03:30:00,03:30,NZD,Medium,Investing.com NZD/USD Index,40.5%,,39.2%
2016/02/15 03:30:00,03:30,EUR,Medium,Investing.com EUR/USD Index,33.3%,,33.3%
2016/02/15 05:50:00,05:50,CNY,Low,FDI,3.20%,,6.40%
2016/02/15 06:00:00,06:00,EUR,Medium,Trade Balance (Dec),24.3B,27.5B,23.6B
2016/02/15 08:30:00,08:30,INR,Low,Exports (USD),21.08B,,22.30B
2016/02/15 08:30:00,08:30,INR,Low,Imports (USD),28.71B,,33.96B
2016/02/15 08:30:00,08:30,INR,Low,Trade Balance,-7.60B,-9.90B,-11.66B
2016/02/15 09:00:00,09:00,RUB,Low,Industrial Production (YoY) (Jan),-2.7%,-3.1%,-4.5%
2016/02/15 10:00:00,10:00,EUR,Low,French 12-Month BTF Auction,-0.401%,,-0.426%
2016/02/15 10:00:00,10:00,EUR,Low,French 3-Month BTF Auction,-0.371%,,-0.359%
2016/02/15 10:00:00,10:00,EUR,Low,French 6-Month BTF Auction,-0.375%,,-0.376%
2016/02/15 10:00:00,10:00,EUR,Medium,ECB President Draghi Speaks,,,
2016/02/15 17:45:00,17:45,NZD,Medium,Core Retail Sales (QoQ),1.4%,1.1%,1.1%
2016/02/15 17:45:00,17:45,NZD,Medium,Retail Sales (QoQ) (Q4),1.2%,1.4%,1.5%
2016/02/15 17:45:00,17:45,NZD,Low,Retail Sales Quarterly Vs. Year Ago (Q4),5.3%,5.2%,5.7%
2016/02/15 20:30:00,20:30,AUD,Medium,RBA Meeting Minutes,,,
2016/02/15 21:01:00,21:01,KRW,Low,Interest Rate Decision (Feb),1.50%,1.50%,1.50%
2016/02/15 22:00:00,22:00,CNY,Low,M2 Money Stock (YoY) (Jan),14.0%,13.4%,13.3%
2016/02/15 22:00:00,22:00,CNY,Medium,New Loans (Jan),"2,510.0B","1,800.0B",597.8B
2016/02/15 22:00:00,22:00,CNY,Low,Outstanding Loan Growth (YoY) (Jan),15.3%,14.4%,14.3%
2016/02/15 22:00:00,22:00,NZD,Medium,Inflation Expectations (QoQ),1.6%,,1.9%
2016/02/16 05:00:00,05:00,EUR,Low,Italian Trade Balance (Dec),6.020B,3.870B,4.400B
2016/02/16 05:00:00,05:00,EUR,Low,Italian Trade Balance EU (Dec),0.11B,,1.09B
2016/02/16 05:30:00,05:30,GBP,Low,Core CPI (YoY),1.2%,1.3%,1.4%
2016/02/16 05:30:00,05:30,GBP,Low,Core PPI Output (YoY) (Jan),0.0%,0.1%,0.1%
2016/02/16 05:30:00,05:30,GBP,Low,Core PPI Output (MoM) (Jan),0.1%,0.1%,0.2%
2016/02/16 05:30:00,05:30,GBP,Low,Core RPI (MoM) (Jan),-0.7%,,0.3%
2016/02/16 05:30:00,05:30,GBP,Low,Core RPI (YoY) (Jan),1.4%,,1.3%
2016/02/16 05:30:00,05:30,GBP,High,CPI (YoY) (Jan),0.3%,0.3%,0.2%
2016/02/16 05:30:00,05:30,GBP,Medium,CPI (MoM) (Jan),-0.8%,-0.7%,0.1%
2016/02/16 05:30:00,05:30,GBP,Low,House Price Index (YoY),6.7%,7.9%,7.7%
2016/02/16 05:30:00,05:30,GBP,Low,PPI Input (YoY) (Jan),-7.6%,-8.8%,-10.4%
2016/02/16 05:30:00,05:30,GBP,Medium,PPI Input (MoM) (Jan),-0.7%,-1.4%,-0.3%
2016/02/16 05:30:00,05:30,GBP,Low,PPI Output (MoM) (Jan),-0.1%,-0.2%,-0.3%
2016/02/16 05:30:00,05:30,GBP,Low,PPI Output (YoY) (Jan),-1.0%,-0.9%,-1.4%
2016/02/16 05:30:00,05:30,GBP,Low,RPI (YoY) (Jan),1.3%,1.4%,1.2%
2016/02/16 05:30:00,05:30,GBP,Low,RPI (MoM) (Jan),-0.7%,-0.6%,0.3%
2016/02/16 05:45:00,05:45,EUR,Low,Spanish 12-Month Letras Auction,0.000%,,-0.060%
2016/02/16 05:45:00,05:45,EUR,Low,Spanish 6-Month Letras Auction,-0.061%,,-0.105%
2016/02/16 06:00:00,06:00,EUR,Medium,German ZEW Current Conditions (Feb),52.3,55.5,59.7
2016/02/16 06:00:00,06:00,EUR,Medium,German ZEW Economic Sentiment (Feb),1.0,3.2,10.2
2016/02/16 06:00:00,06:00,EUR,Medium,ZEW Economic Sentiment,13.6,10.3,22.7
2016/02/16 07:00:00,07:00,BRL,Medium,Retail Sales (YoY) (Dec),-7.1%,-7.1%,-7.8%
2016/02/16 07:00:00,07:00,BRL,Medium,Retail Sales (MoM) (Dec),-2.7%,-2.5%,1.6%
2016/02/16 09:30:00,09:30,USD,Medium,FOMC Member Harker Speaks,,,
2016/02/16 09:30:00,09:30,USD,Medium,NY Empire State Manufacturing Index (Feb),-16.64,-10.00,-19.37
2016/02/16 09:30:00,09:30,CAD,Low,Manufacturing Sales (MoM) (Dec),1.2%,0.7%,1.2%
2016/02/16 10:10:00,10:10,NZD,Low,GlobalDairyTrade Price Index,-2.8%,,-7.4%
2016/02/16 11:00:00,11:00,USD,Low,NAHB Housing Market Index (Feb),58,60,61
2016/02/16 11:30:00,11:30,USD,Medium,FOMC Member Kashkari Speaks,,,
2016/02/16 12:30:00,12:30,USD,Low,3-Month Bill Auction,0.300%,,0.315%
2016/02/16 12:30:00,12:30,USD,Low,6-Month Bill Auction,0.410%,,0.420%
2016/02/16 17:00:00,17:00,USD,Low,"US Foreign Buying, T-bonds (Dec)",-35.90B,,38.40B
2016/02/16 17:00:00,17:00,USD,Low,Overall Net Capital Flow (Dec),-114.00B,,-1.10B
2016/02/16 17:00:00,17:00,USD,Medium,TIC Net Long-Term Transactions (Dec),-29.4B,30.0B,31.4B
2016/02/16 17:00:00,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps (Dec),-43.40B,,18.20B
2016/02/16 19:00:00,19:00,KRW,Low,Exports (YoY) (Jan),-18.8%,-18.5%,-18.5%
2016/02/16 19:00:00,19:00,KRW,Low,Imports (YoY) (Jan),-20.0%,-20.1%,-20.1%
2016/02/16 19:00:00,19:00,KRW,Low,Trade Balance (Jan),5.20B,5.30B,5.30B
2016/02/16 19:00:00,19:00,KRW,Low,Unemployment Rate (Jan),3.5%,,3.5%
2016/02/16 19:30:00,19:30,AUD,Low,MI Leading Index (MoM),0.0%,,-0.3%
2016/02/16 19:50:00,19:50,JPY,Low,Core Machinery Orders (YoY) (Dec),-3.6%,-3.1%,1.2%
2016/02/16 19:50:00,19:50,JPY,Low,Core Machinery Orders (MoM) (Dec),4.2%,4.7%,-14.4%
2016/02/16 20:30:00,20:30,USD,Medium,FOMC Member Rosengren Speaks,,,
2016/02/16 20:30:00,20:30,SGD,Low,Non-Oil Exports (MoM) (Jan),0.70%,1.80%,-2.60%
2016/02/16 20:30:00,20:30,SGD,Low,Non-Oil Exports (YoY) (Jan),-9.90%,-7.40%,-7.20%
2016/02/16 20:30:00,20:30,SGD,Low,Trade Balance,6.070B,,5.150B
2016/02/17 04:00:00,04:00,ZAR,Low,Core CPI (MoM) (Jan),0.7%,0.4%,0.3%
2016/02/17 04:00:00,04:00,ZAR,Low,Core CPI (YoY) (Jan),5.6%,5.3%,5.2%
2016/02/17 04:00:00,04:00,ZAR,Low,CPI (MoM) (Jan),0.8%,0.5%,0.3%
2016/02/17 04:00:00,04:00,ZAR,Low,CPI (YoY) (Jan),6.2%,5.9%,5.2%
2016/02/17 05:30:00,05:30,GBP,Low,Average Earnings ex Bonus (Dec),2.0%,1.8%,1.9%
2016/02/17 05:30:00,05:30,GBP,Medium,Average Earnings Index +Bonus (Dec),1.9%,1.9%,2.1%
2016/02/17 05:30:00,05:30,GBP,Medium,Claimant Count Change (Jan),-14.8K,-3.0K,-15.2K
2016/02/17 05:30:00,05:30,GBP,Medium,Unemployment Rate (Dec),5.1%,5.0%,5.1%
2016/02/17 06:00:00,06:00,CHF,Low,ZEW Expectations (Feb),-5.9,,-3.0
2016/02/17 06:35:00,06:35,EUR,Medium,German 10-Year Bund Auction,0.260%,,0.590%
2016/02/17 06:40:00,06:40,GBP,Low,10-Year Treasury Gilt Auction,1.590%,,1.880%
2016/02/17 07:00:00,07:00,ZAR,Low,Retail Sales (YoY) (Dec),4.1%,3.3%,3.8%
2016/02/17 07:30:00,07:30,INR,Low,M3 Money Supply (2wk),11.3%,,11.1%
2016/02/17 08:00:00,08:00,USD,Low,MBA 30-Year Mortgage Rate,3.83%,,3.91%
2016/02/17 08:00:00,08:00,USD,Low,MBA Mortgage Applications (WoW),8.2%,,9.3%
2016/02/17 08:00:00,08:00,USD,Low,MBA Purchase Index,213.3,,221.6
