DateTime,Time,Currency,Importance,Event,Actual,Forecast,Previous
2016/03/01 01:30:00,01:30,AUD,Low,Commodity Prices (YoY),-21.6%,,-24.8%
2016/03/01 04:15:00,04:15,CHF,Low,Retail Sales (YoY) (Jan),0.2%,-1.2%,-1.7%
2016/03/01 04:30:00,04:30,CHF,Medium,procure.ch Manufacturing PMI (Feb),51.6,49.6,50.6
2016/03/01 04:55:00,04:55,EUR,Medium,German Unemployment Change (Feb),-10K,-10K,-19K
2016/03/01 04:55:00,04:55,EUR,Medium,German Unemployment Rate (Feb),6.2%,6.2%,6.2%
2016/03/01 04:55:00,04:55,EUR,Low,German Unemployment (Feb),2.700M,,2.700M
2016/03/01 04:55:00,04:55,EUR,Low,German Unemployment n.s.a. (Feb),2.900M,2.900M,2.920M
2016/03/01 05:00:00,05:00,EUR,Low,Italian Monthly Unemployment Rate (Jan),11.5%,11.4%,11.6%
2016/03/01 05:00:00,05:00,ZAR,Low,Manufacturing PMI,47.1,44.3,43.5
2016/03/01 05:30:00,05:30,ZAR,Medium,GDP Annualized (QoQ) (Q4),0.6%,0.8%,0.7%
2016/03/01 05:30:00,05:30,ZAR,Low,GDP (YoY) (Q4),0.6%,0.4%,1.0%
2016/03/01 06:00:00,06:00,EUR,Medium,Unemployment Rate (Jan),10.3%,10.4%,10.4%
2016/03/01 07:45:00,07:45,ZAR,Low,Total Vehicle Sales (YoY) (Feb),-8.10%,,-6.90%
2016/03/01 07:45:00,07:45,ZAR,Low,Total Vehicle Sales (Feb),48.15K,,48.62K
2016/03/01 09:30:00,09:30,CAD,Low,GDP Implicit Price (QoQ) (Q4),-0.10%,,0.10%
2016/03/01 09:30:00,09:30,CAD,Medium,GDP (MoM) (Dec),0.2%,0.1%,0.3%
2016/03/01 09:30:00,09:30,CAD,Medium,GDP (QoQ) (Q4),0.2%,,0.6%
2016/03/01 09:30:00,09:30,CAD,Medium,GDP Annualized (QoQ) (Q4),0.8%,0.1%,2.4%
2016/03/01 09:55:00,09:55,USD,Low,Redbook (MoM),-2.4%,,-2.3%
2016/03/01 09:55:00,09:55,USD,Low,Redbook (YoY),0.6%,,1.2%
2016/03/01 10:25:00,10:25,NZD,Low,GlobalDairyTrade Price Index,1.4%,,-2.8%
2016/03/01 11:00:00,11:00,USD,Medium,Construction Spending (MoM) (Jan),1.5%,0.4%,0.6%
2016/03/01 11:00:00,11:00,USD,Low,IBD/TIPP Economic Optimism,46.8,46.0,47.8
2016/03/01 11:00:00,11:00,USD,Medium,ISM Manufacturing Employment (Feb),48.5,46.4,45.9
2016/03/01 11:00:00,11:00,USD,Low,ISM Manufacturing New Orders Index (Feb),51.5,,51.5
2016/03/01 11:00:00,11:00,USD,High,ISM Manufacturing PMI (Feb),49.5,48.5,48.2
2016/03/01 11:00:00,11:00,USD,High,ISM Manufacturing Prices (Feb),38.5,34.5,33.5
2016/03/01 11:30:00,11:30,USD,Low,Dallas Fed Services Revenues (Feb),9.7,,10.0
2016/03/01 11:30:00,11:30,USD,Low,Texas Services Sector Outlook (Feb),-19.2,,-10.4
2016/03/01 12:30:00,12:30,USD,Low,4-Week Bill Auction,0.295%,,0.285%
2016/03/01 12:30:00,12:30,USD,Low,52-Week Bill Auction,0.660%,,0.530%
2016/03/01 14:00:00,14:00,BRL,Low,Trade Balance (Feb),3.04B,2.57B,0.92B
2016/03/01 14:30:00,14:30,USD,Low,All Truck Sales (Feb),10.16M,,10.15M
2016/03/01 14:30:00,14:30,USD,Low,Domestic Truck Sales (Feb),8.63M,8.49M,8.62M
2016/03/01 17:00:00,17:00,USD,Low,All Car Sales,7.39M,,7.43M
2016/03/01 17:00:00,17:00,USD,Low,Domestic Car Sales,5.51M,,5.54M
2016/03/01 17:00:00,17:00,USD,Low,Total Vehicle Sales,17.54M,17.60M,17.58M
2016/03/01 17:35:00,17:35,USD,Medium,API Weekly Crude Oil Stock,9.900M,2.500M,7.100M
2016/03/01 17:35:00,17:35,USD,Medium,API Weekly Cushing Crude Oil Stock,1.800M,,0.307M
2016/03/01 17:35:00,17:35,USD,Low,API Weekly Distillates Stocks,2.700M,,-0.267M
2016/03/01 17:35:00,17:35,USD,Low,API Weekly Gasoline Stock,-2.200M,,0.569M
2016/03/01 19:00:00,19:00,KRW,Low,Current Account (Jan),11.27B,,8.59B
2016/03/01 19:00:00,19:00,KRW,Low,Industrial Production (YoY) (Jan),-1.9%,-2.2%,-2.2%
2016/03/01 19:00:00,19:00,KRW,Low,Industrial Production (MoM) (Jan),-1.8%,-0.6%,0.5%
2016/03/01 19:00:00,19:00,KRW,Low,Retail Sales (MoM),-1.4%,,-0.1%
2016/03/01 19:00:00,19:00,KRW,Low,Service Sector Output (MoM) (Jan),-0.9%,,0.9%
2016/03/01 19:50:00,19:50,JPY,Low,Monetary Base (YoY),29.0%,27.9%,28.9%
2016/03/01 20:00:00,20:00,AUD,Medium,HIA New Home Sales (MoM) (Jan),3.1%,,6.0%
2016/03/01 20:01:00,20:01,GBP,Low,BRC Shop Price Index (YoY),-2.0%,,-1.8%
2016/03/01 20:30:00,20:30,AUD,Medium,GDP (YoY) (Q4),3.0%,2.5%,2.7%
2016/03/01 20:30:00,20:30,AUD,Medium,GDP (QoQ) (Q4),0.6%,0.4%,1.1%
2016/03/01 20:30:00,20:30,AUD,Low,GDP Capital Expenditure (Q4),-0.6%,,-3.3%
2016/03/01 20:30:00,20:30,AUD,Low,GDP Chain Price Index (Q4),-0.7%,,-0.2%
2016/03/01 20:30:00,20:30,AUD,Low,GDP Final Consumption (Q4),0.7%,,0.8%
2016/03/01 21:30:00,21:30,KRW,Low,S&P Global South Korea Manufacturing PMI (Feb),48.7,,49.5
2016/03/01 22:40:00,22:40,JPY,Medium,BoJ Governor Kuroda Speaks,,,
2016/03/02 02:45:00,02:45,CHF,Medium,GDP (YoY) (Q4),0.4%,0.1%,0.8%
2016/03/02 02:45:00,02:45,CHF,Medium,GDP (QoQ) (Q4),0.4%,0.2%,-0.1%
2016/03/02 03:25:00,03:25,JPY,Medium,BoJ Governor Kuroda Speaks,,,
2016/03/02 04:00:00,04:00,EUR,Medium,Spanish Unemployment Change,2.2K,0.2K,57.2K
2016/03/02 04:00:00,04:00,BRL,Medium,IPC-Fipe Inflation Index (MoM) (Feb),0.89%,0.85%,1.37%
2016/03/02 06:00:00,06:00,GBP,Medium,BoE MPC Member Broadbent Speaks,,,
2016/03/02 06:00:00,06:00,EUR,Low,PPI (YoY) (Jan),-2.9%,-2.9%,-3.0%
2016/03/02 06:00:00,06:00,EUR,Low,PPI (MoM) (Jan),-1.0%,-0.7%,-0.8%
2016/03/02 06:35:00,06:35,GBP,Low,5-Year Treasury Gilt Auction,0.861%,,1.117%
2016/03/02 06:35:00,06:35,EUR,Low,German 5-Year Bobl Auction,-0.360%,,-0.240%
2016/03/02 08:00:00,08:00,USD,Low,MBA 30-Year Mortgage Rate,3.83%,,3.85%
2016/03/02 08:00:00,08:00,USD,Low,MBA Mortgage Applications (WoW),-4.8%,,-4.3%
2016/03/02 08:00:00,08:00,USD,Low,MBA Purchase Index,216.7,,217.9
2016/03/02 08:00:00,08:00,USD,Low,Mortgage Market Index,496.5,,521.5
2016/03/02 08:00:00,08:00,USD,Low,Mortgage Refinance Index,"2,104.5",,"2,267.4"
2016/03/02 08:30:00,08:30,INR,Low,M3 Money Supply (2wk),11.3%,,11.3%
2016/03/02 09:00:00,09:00,SGD,Low,S&P Global Manufacturing PMI (Feb),48.5,48.8,49.0
2016/03/02 09:15:00,09:15,USD,High,ADP Nonfarm Employment Change (Feb),214K,190K,193K
2016/03/02 10:00:00,10:00,GBP,Medium,BoE MPC Member Cunliffe Speaks,,,
2016/03/02 10:45:00,10:45,USD,Low,ISM-New York Index (Feb),720.8,,718.9
2016/03/02 11:00:00,11:00,USD,Medium,FOMC Member Williams Speaks,,,
2016/03/02 11:30:00,11:30,USD,High,Crude Oil Inventories,10.374M,3.604M,3.502M
2016/03/02 11:30:00,11:30,USD,Low,Crude Oil Imports,0.502M,,-0.117M
2016/03/02 11:30:00,11:30,USD,Medium,Cushing Crude Oil Inventories,1.190M,0.106M,0.333M
2016/03/02 11:30:00,11:30,USD,Low,Distillate Fuel Production,0.363M,,-0.225M
2016/03/02 11:30:00,11:30,USD,Low,EIA Weekly Distillates Stocks,2.882M,-1.199M,-1.660M
2016/03/02 11:30:00,11:30,USD,Low,Gasoline Production,-0.674M,,0.334M
2016/03/02 11:30:00,11:30,USD,Low,Heating Oil Stockpiles,-0.065M,,0.182M
2016/03/02 11:30:00,11:30,USD,Low,Gasoline Inventories,-1.468M,-1.083M,-2.236M
2016/03/02 11:30:00,11:30,BRL,Low,Foreign Exchange Flows,-6.05B,,-1.16B
2016/03/02 15:00:00,15:00,USD,Medium,Beige Book,,,
2016/03/02 16:30:00,16:30,USD,Medium,Fed's Balance Sheet,"4,478.49B",,"4,489.80B"
2016/03/02 18:30:00,18:30,AUD,Low,AIG Services Index (Feb),51.8,,48.4
2016/03/02 18:36:00,18:36,BRL,Medium,Interest Rate Decision,14.25%,14.25%,14.25%
2016/03/02 19:00:00,19:00,KRW,Low,CPI (MoM) (Feb),0.5%,0.1%,0.0%
2016/03/02 19:00:00,19:00,KRW,Low,CPI (YoY) (Feb),1.3%,1.0%,0.8%
2016/03/02 19:50:00,19:50,JPY,Low,Foreign Bonds Buying,933.8B,,"1,975.6B"
2016/03/02 19:50:00,19:50,JPY,Low,Foreign Investments in Japanese Stocks,"-1,015.9B",,-441.0B
2016/03/02 20:00:00,20:00,NZD,Low,ANZ Commodity Price Index (MoM),0.4%,,-2.3%
2016/03/02 20:30:00,20:30,AUD,Low,Exports (MoM) (Jan),1%,,-5%
2016/03/02 20:30:00,20:30,AUD,Low,Imports (MoM) (Jan),-1%,,-1%
2016/03/02 20:30:00,20:30,AUD,Medium,Trade Balance (Jan),-2.937B,-3.100B,-3.524B
2016/03/03 02:30:00,02:30,EUR,Low,French Unemployment Rate (Q4),10.3%,10.5%,10.4%
2016/03/03 03:00:00,03:00,GBP,Medium,Nationwide HPI (MoM) (Feb),0.3%,0.5%,0.3%
2016/03/03 03:00:00,03:00,GBP,Medium,Nationwide HPI (YoY) (Feb),4.8%,5.0%,4.4%
2016/03/03 04:30:00,04:30,GBP,Medium,Halifax House Price Index (YoY) (Feb),9.7%,10.4%,9.7%
2016/03/03 04:30:00,04:30,GBP,Medium,Halifax House Price Index (MoM) (Feb),-1.4%,0.1%,1.7%
2016/03/03 04:30:00,04:30,HKD,Low,Retail Sales (YoY) (Jan),-6.5%,-8.5%,-8.5%
2016/03/03 05:50:00,05:50,EUR,Low,Spanish 5-Year Bonos Auction,0.694%,,0.606%
2016/03/03 06:00:00,06:00,EUR,Low,French 10-Year OAT Auction,0.63%,,0.67%
2016/03/03 06:00:00,06:00,EUR,Low,French 7-Year OAT Auction,0.13%,,0.28%
2016/03/03 06:00:00,06:00,EUR,Low,Retail Sales (MoM) (Jan),0.4%,0.1%,0.6%
2016/03/03 06:00:00,06:00,EUR,Low,Retail Sales (YoY) (Jan),2.0%,1.3%,2.1%
2016/03/03 08:00:00,08:00,BRL,Medium,GDP (QoQ) (Q4),-1.4%,-1.5%,-1.7%
2016/03/03 08:00:00,08:00,BRL,Medium,GDP (YoY) (Q4),-5.9%,-6.0%,-4.5%
2016/03/03 08:30:00,08:30,USD,Low,Challenger Job Cuts (Feb),61.6K,,75.1K
2016/03/03 08:30:00,08:30,USD,Low,Challenger Job Cuts (YoY),21.8%,,41.6%
2016/03/03 09:00:00,09:00,RUB,Low,Central Bank reserves (USD),379.8B,,379.4B
2016/03/03 09:30:00,09:30,USD,Medium,Continuing Jobless Claims,"2,257K","2,250K","2,254K"
2016/03/03 09:30:00,09:30,USD,High,Initial Jobless Claims,278K,271K,272K
2016/03/03 09:30:00,09:30,USD,Low,Jobless Claims 4-Week Avg.,270.25K,,272.00K
2016/03/03 09:30:00,09:30,USD,Medium,Nonfarm Productivity (QoQ) (Q4),-2.2%,-3.2%,-3.0%
2016/03/03 09:30:00,09:30,USD,Medium,Unit Labor Costs (QoQ) (Q4),3.3%,4.7%,4.5%
2016/03/03 10:50:00,10:50,USD,Low,Bloomberg Consumer Confidence,43.6,,44.2
2016/03/03 11:00:00,11:00,USD,Medium,Factory Orders (MoM) (Jan),1.6%,2.0%,-2.9%
2016/03/03 11:00:00,11:00,USD,Low,Factory orders ex transportation (MoM) (Jan),-0.2%,,-0.9%
2016/03/03 11:00:00,11:00,USD,Low,ISM Non-Manufacturing Business Activity (Feb),57.8,54.0,53.9
2016/03/03 11:00:00,11:00,USD,Medium,ISM Non-Manufacturing Employment (Feb),49.7,,52.1
2016/03/03 11:00:00,11:00,USD,Low,ISM Non-Manufacturing New Orders (Feb),55.5,,56.5
2016/03/03 11:00:00,11:00,USD,High,ISM Non-Manufacturing PMI (Feb),53.4,53.2,53.5
2016/03/03 11:00:00,11:00,USD,High,ISM Non-Manufacturing Prices (Feb),45.5,,46.4
2016/03/03 11:30:00,11:30,USD,Low,Natural Gas Storage,-48B,-41B,-117B
2016/03/03 17:00:00,17:00,KRW,Low,FX Reserves - USD (Feb),365.76B,,367.29B
2016/03/03 20:00:00,20:00,JPY,Low,Overtime Pay (YoY) (Jan),-1.30%,,0.80%
2016/03/03 20:30:00,20:30,AUD,Medium,Retail Sales (MoM) (Jan),0.3%,0.4%,0.0%
2016/03/03 21:30:00,21:30,JPY,Low,Average Cash Earnings (YoY),0.4%,0.2%,-0.2%
2016/03/04 05:00:00,05:00,EUR,Low,Italian GDP (YoY) (Q4),1.0%,1.0%,1.0%
2016/03/04 05:00:00,05:00,EUR,Low,Italian GDP (QoQ) (Q4),0.1%,0.1%,0.1%
2016/03/04 07:30:00,07:30,INR,Low,Bank Loan Growth (2wk),11.6%,,11.5%
2016/03/04 07:30:00,07:30,INR,Low,Deposit Growth (2wk),11.0%,,11.3%
2016/03/04 07:30:00,07:30,INR,Low,"FX Reserves, USD",346.79B,,350.37B
2016/03/04 08:00:00,08:00,BRL,Medium,Industrial Production (YoY) (Jan),-13.8%,-14.9%,-12.1%
2016/03/04 08:00:00,08:00,BRL,Low,Industrial Production (MoM) (Jan),0.4%,-0.5%,-0.5%
2016/03/04 08:59:00,08:59,RUB,Medium,CPI (MoM) (Feb),0.6%,0.9%,1.0%
2016/03/04 08:59:00,08:59,RUB,Medium,CPI (YoY) (Feb),8.1%,8.5%,9.8%
2016/03/04 09:30:00,09:30,USD,High,Average Hourly Earnings (MoM) (Feb),-0.1%,0.2%,0.5%
2016/03/04 09:30:00,09:30,USD,Low,Average Weekly Hours (Feb),34.4,34.6,34.6
2016/03/04 09:30:00,09:30,USD,Low,Government Payrolls (Feb),12.0K,,-10.0K
2016/03/04 09:30:00,09:30,USD,Low,Manufacturing Payrolls (Feb),-16.0K,5.0K,23.0K
2016/03/04 09:30:00,09:30,USD,High,Nonfarm Payrolls (Feb),242K,190K,172K
2016/03/04 09:30:00,09:30,USD,Medium,Participation Rate (Feb),62.9%,,62.7%
2016/03/04 09:30:00,09:30,USD,Medium,Private Nonfarm Payrolls (Feb),230K,185K,182K
2016/03/04 09:30:00,09:30,USD,Medium,Trade Balance (Jan),-45.68B,-44.00B,-44.70B
2016/03/04 09:30:00,09:30,USD,Medium,U6 Unemployment Rate (Feb),9.7%,,9.9%
2016/03/04 09:30:00,09:30,USD,High,Unemployment Rate (Feb),4.9%,4.9%,4.9%
2016/03/04 09:30:00,09:30,CAD,Low,Exports (Jan),46.00B,,45.53B
2016/03/04 09:30:00,09:30,CAD,Low,Imports (Jan),46.65B,,46.16B
2016/03/04 09:30:00,09:30,CAD,Medium,Labor Productivity (QoQ) (Q4),0.1%,0.2%,0.4%
2016/03/04 09:30:00,09:30,CAD,Medium,Trade Balance (Jan),-0.66B,-1.05B,-0.63B
2016/03/04 09:30:00,09:30,BRL,Low,Auto Production (MoM) (Feb),-12.5%,,1.6%
2016/03/04 09:30:00,09:30,BRL,Low,Auto Sales (MoM) (Feb),-5.5%,,-31.8%
2016/03/04 11:00:00,11:00,CAD,Low,Ivey PMI n.s.a (Feb),56.8,,56.7
2016/03/04 11:00:00,11:00,CAD,Medium,Ivey PMI (Feb),53.4,59.0,66.0
2016/03/04 14:10:00,14:10,USD,Medium,U.S. Baker Hughes Oil Rig Count,392,,400
2016/03/04 16:30:00,16:30,GBP,Medium,CFTC GBP speculative net positions,-39.4K,,-33.1K
2016/03/04 16:30:00,16:30,USD,Low,CFTC Copper speculative net positions,-24.6K,,-22.9K
2016/03/04 16:30:00,16:30,USD,Medium,CFTC Crude Oil speculative net positions,212.5K,,205.9K
2016/03/04 16:30:00,16:30,USD,Medium,CFTC Gold speculative net positions,152.4K,,145.0K
2016/03/04 16:30:00,16:30,USD,Medium,CFTC S&P 500 speculative net positions,-191.4K,,-208.1K
2016/03/04 16:30:00,16:30,USD,Low,CFTC Silver speculative net positions,55.5K,,61.9K
2016/03/04 16:30:00,16:30,CAD,Low,CFTC CAD speculative net positions,-30.5K,,-36.9K
2016/03/04 16:30:00,16:30,CHF,Low,CFTC CHF speculative net positions,-1.5K,,-2.3K
2016/03/04 16:30:00,16:30,AUD,Medium,CFTC AUD speculative net positions,16.9K,,9.6K
2016/03/04 16:30:00,16:30,JPY,Medium,CFTC JPY speculative net positions,59.6K,,52.7K
2016/03/04 16:30:00,16:30,NZD,Low,CFTC NZD speculative net positions,-4.2K,,-6.6K
2016/03/04 16:30:00,16:30,RUB,Medium,CFTC RUB speculative positions,1.8K,,1.4K
2016/03/04 16:30:00,16:30,EUR,Medium,CFTC EUR speculative net positions,-68.5K,,-46.9K
2016/03/06 18:30:00,18:30,AUD,Low,AIG Construction Index (Feb),46.1,,46.3
2016/03/06 19:50:00,19:50,JPY,Low,Foreign Reserves (USD) (Feb),"1,254.1B",,"1,248.1B"
2016/03/06 20:30:00,20:30,AUD,Low,ANZ Internet Job Ads (MoM) (Feb),-1.3%,,1.1%
2016/03/06 20:30:00,20:30,AUD,Low,ANZ Job Advertisements (MoM),-1.2%,,0.9%
2016/03/06 20:30:00,20:30,AUD,Low,ANZ Newspaper Job Ads (MoM) (Feb),6.9%,,-3.2%
2016/03/06 23:40:00,23:40,JPY,Medium,BoJ Governor Kuroda Speaks,,,
2016/03/07 01:00:00,01:00,JPY,Low,Coincident Indicator (MoM) (Jan),2.9%,,-1.1%
2016/03/07 01:00:00,01:00,JPY,Low,Leading Index (MoM) (Jan),-0.4%,,-1.1%
2016/03/07 01:00:00,01:00,JPY,Low,Leading Index,101.4,101.6,102.1
2016/03/07 02:00:00,02:00,ZAR,Low,Foreign Reserves (USD) (Feb),45.75B,45.50B,45.12B
2016/03/07 02:00:00,02:00,ZAR,Low,Net FX Reserves (USD) (Feb),40.960B,41.100B,40.753B
2016/03/07 03:00:00,03:00,EUR,Medium,German Factory Orders (MoM) (Jan),-0.1%,-0.3%,-0.2%
2016/03/07 03:30:00,03:30,GBP,Medium,Investing.com GBP/USD Index,36.2%,,44.0%
2016/03/07 03:30:00,03:30,USD,Medium,Investing.com Gold Index,53.1%,,62.3%
2016/03/07 03:30:00,03:30,CAD,Medium,Investing.com USD/CAD Index,54.7%,,53.4%
2016/03/07 03:30:00,03:30,CHF,Medium,Investing.com USD/CHF Index,43.1%,,44.0%
2016/03/07 03:30:00,03:30,AUD,Medium,Investing.com AUD/USD Index,39.3%,,46.6%
2016/03/07 03:30:00,03:30,JPY,Medium,Investing.com USD/JPY Index,37.2%,,38.9%
2016/03/07 03:30:00,03:30,NZD,Medium,Investing.com NZD/USD Index,35.6%,,40.6%
2016/03/07 03:30:00,03:30,EUR,Medium,Investing.com EUR/USD Index,22.6%,,33.7%
2016/03/07 04:10:00,04:10,CNY,Low,FX Reserves (USD),3.20T,3.19T,3.23T
2016/03/07 04:30:00,04:30,HKD,Low,Foreign Reserves (USD) (Feb),359.90B,,357.00B
2016/03/07 05:00:00,05:00,EUR,Low,Italian PPI (MoM) (Jan),-0.7%,,-0.6%
2016/03/07 05:00:00,05:00,EUR,Low,Italian PPI (YoY) (Jan),-2.5%,,-3.2%
2016/03/07 05:00:00,05:00,SGD,Low,Foreign Reserves USD (MoM) (Feb),244.0B,,244.9B
2016/03/07 05:30:00,05:30,EUR,Low,Sentix Investor Confidence (Mar),5.5,8.0,6.0
2016/03/07 05:30:00,05:30,ZAR,Low,Business Confidence (Feb),80.1,,80.0
2016/03/07 06:00:00,Tentative,EUR,Medium,Eurogroup Meetings,,,
2016/03/07 10:00:00,10:00,EUR,Low,French 12-Month BTF Auction,-0.453%,,-0.435%
2016/03/07 10:00:00,10:00,EUR,Low,French 3-Month BTF Auction,-0.433%,,-0.423%
2016/03/07 10:00:00,10:00,EUR,Low,French 6-Month BTF Auction,-0.438%,,-0.432%
2016/03/07 11:00:00,11:00,USD,Low,CB Employment Trends Index (Feb),129.09,,129.15
2016/03/07 11:00:00,11:00,USD,Low,Fed Labor Market Conditions Index,-2.4,1.0,-0.8
2016/03/07 12:30:00,12:30,USD,Low,3-Month Bill Auction,0.315%,,0.325%
2016/03/07 12:30:00,12:30,USD,Low,6-Month Bill Auction,0.475%,,0.480%
2016/03/07 14:00:00,14:00,USD,Medium,FOMC Member Brainard Speaks,,,
2016/03/07 14:00:00,14:00,USD,Medium,FOMC Member Stanley Fischer Speaks,,,
2016/03/07 16:00:00,16:00,USD,Medium,Consumer Credit (Jan),10.54B,17.00B,21.38B
2016/03/07 17:45:00,17:45,NZD,Low,Manufacturing Sales Volume (QoQ) (Q4),1.3%,,3.5%
2016/03/07 19:20:00,19:20,AUD,Medium,RBA Governor Lowe Speaks,,,
2016/03/07 19:50:00,19:50,JPY,Medium,Adjusted Current Account,1.49T,1.66T,1.69T
2016/03/07 19:50:00,19:50,JPY,Low,Bank Lending (YoY) (Feb),2.2%,,2.3%
2016/03/07 19:50:00,19:50,JPY,Medium,Current Account n.s.a. (Jan),0.521T,0.719T,0.961T
2016/03/07 19:50:00,19:50,JPY,Medium,GDP (YoY) (Q4),-1.1%,-1.5%,-1.4%
2016/03/07 19:50:00,19:50,JPY,High,GDP (QoQ) (Q4),-0.3%,-0.4%,-0.4%
2016/03/07 19:50:00,19:50,JPY,Low,GDP Capital Expenditure (QoQ) (Q4),1.5%,1.2%,1.4%
2016/03/07 19:50:00,19:50,JPY,Low,GDP External Demand (QoQ) (Q4),0.1%,,0.1%
2016/03/07 19:50:00,19:50,JPY,Medium,GDP Price Index (YoY),1.5%,1.5%,1.5%
2016/03/07 19:50:00,19:50,JPY,Low,GDP Private Consumption (QoQ) (Q4),-0.9%,-0.8%,-0.8%
2016/03/07 20:01:00,20:01,GBP,Medium,BRC Retail Sales Monitor (YoY) (Feb),0.1%,1.0%,2.6%
2016/03/07 20:30:00,20:30,AUD,Medium,NAB Business Confidence (Feb),3,,3
2016/03/07 20:30:00,20:30,AUD,Low,NAB Business Survey (Feb),8,,5
2016/03/07 22:40:00,22:40,CNY,Medium,Trade Balance (USD) (Feb),32.59B,50.15B,63.29B
2016/03/07 22:41:00,22:41,CNY,Medium,Exports (YoY) (Feb),-25.4%,-12.5%,-11.2%
2016/03/07 22:41:00,22:41,CNY,Medium,Imports (YoY) (Feb),-13.8%,-10.0%,-18.8%
2016/03/07 23:45:00,23:45,JPY,Low,30-Year JGB Auction,0.765%,,1.068%
2016/03/08 01:00:00,01:00,JPY,Low,Household Confidence (Feb),40.1,42.3,42.5
2016/03/08 02:00:00,02:00,JPY,Low,Economy Watchers Current Index (Feb),44.6,47.5,46.6
2016/03/08 02:45:00,02:45,CHF,Low,Unemployment Rate n.s.a. (Feb),3.7%,3.8%,3.8%
2016/03/08 02:45:00,02:45,CHF,Low,Unemployment Rate s.a. (Feb),3.4%,3.5%,3.4%
2016/03/08 03:00:00,03:00,EUR,Medium,German Industrial Production (MoM) (Jan),3.3%,0.5%,-0.3%
2016/03/08 03:45:00,03:45,EUR,Low,French Current Account (Jan),-1.40B,-0.90B,0.40B
2016/03/08 03:45:00,03:45,EUR,Low,French Exports (Jan),38.3B,,38.1B
2016/03/08 03:45:00,03:45,EUR,Low,French Government Budget Balance (Jan),-9.2B,,-70.5B
2016/03/08 03:45:00,03:45,EUR,Low,French Imports (Jan),42.0B,,41.8B
2016/03/08 03:45:00,03:45,EUR,Low,French Trade Balance (Jan),-3.7B,-4.1B,-3.7B
2016/03/08 04:00:00,04:00,EUR,Low,Spanish Industrial Production (YoY) (Jan),3.5%,3.7%,4.1%
2016/03/08 04:00:00,04:00,ZAR,Low,Current Account (Q4),-208.0B,-176.5B,-172.0B
2016/03/08 04:00:00,04:00,ZAR,Low,Current Account % of GDP (Q4),-5.10%,-4.35%,-4.30%
2016/03/08 04:15:00,04:15,CHF,Medium,CPI (MoM) (Feb),0.2%,-0.1%,-0.4%
2016/03/08 04:15:00,04:15,CHF,Low,CPI (YoY) (Feb),-0.8%,-1.1%,-1.3%
2016/03/08 05:15:00,05:15,GBP,High,BoE Gov Carney Speaks,,,
2016/03/08 05:15:00,05:15,GBP,Medium,BoE MPC Member Cunliffe Speaks,,,
2016/03/08 05:45:00,05:45,EUR,Low,Spanish 12-Month Letras Auction,-0.066%,,0.000%
2016/03/08 05:45:00,05:45,EUR,Low,Spanish 6-Month Letras Auction,-0.114%,,-0.061%
2016/03/08 06:00:00,Tentative,EUR,Medium,EU Finance Ministers Meeting,,,
2016/03/08 06:00:00,06:00,EUR,Medium,GDP (YoY) (Q4),1.6%,1.5%,1.5%
2016/03/08 06:00:00,06:00,EUR,Medium,GDP (QoQ) (Q4),0.3%,0.3%,0.3%
2016/03/08 07:00:00,07:00,USD,Low,NFIB Small Business Optimism (Feb),92.9,94.5,93.9
2016/03/08 07:00:00,07:00,BRL,Low,IGP-DI Inflation Index (MoM) (Feb),0.79%,0.98%,1.53%
2016/03/08 09:15:00,09:15,CAD,Medium,Housing Starts (Feb),212.6K,180.0K,165.1K
2016/03/08 09:30:00,09:30,CAD,Medium,Building Permits (MoM) (Jan),-9.8%,-2.5%,7.7%
2016/03/08 09:55:00,09:55,USD,Low,Redbook (YoY),0.7%,,0.6%
2016/03/08 09:55:00,09:55,USD,Low,Redbook (MoM),2.9%,,-2.4%
2016/03/08 12:30:00,12:30,USD,Low,4-Week Bill Auction,0.275%,,0.295%
2016/03/08 14:00:00,14:00,USD,Medium,3-Year Note Auction,1.039%,,0.844%
2016/03/08 17:35:00,17:35,USD,Medium,API Weekly Crude Oil Stock,4.400M,3.000M,9.900M
2016/03/08 17:35:00,17:35,USD,Medium,API Weekly Cushing Crude Oil Stock,0.692M,,1.800M
2016/03/08 17:35:00,17:35,USD,Low,API Weekly Distillates Stocks,-0.128M,,2.700M
2016/03/08 17:35:00,17:35,USD,Low,API Weekly Gasoline Stock,-2.124M,-1.500M,-2.200M
2016/03/08 17:45:00,17:45,NZD,Medium,Electronic Card Retail Sales (MoM) (Feb),0.7%,0.3%,0.4%
2016/03/08 17:45:00,17:45,NZD,Low,Electronic Card Retail Sales (YoY) (Feb),9.3%,,5.2%
2016/03/08 19:30:00,19:30,AUD,Low,Westpac Consumer Sentiment (Mar),-2.2%,,4.2%
2016/03/08 19:50:00,19:50,JPY,Low,M2 Money Stock (YoY),3.1%,3.2%,3.2%
2016/03/08 20:30:00,20:30,AUD,Medium,Home Loans (MoM) (Jan),-3.9%,-2.3%,2.7%
2016/03/08 20:30:00,20:30,AUD,Low,Invest Housing Finance (MoM) (Jan),-1.6%,,0.6%
2016/03/08 23:00:00,23:00,KRW,Low,M2 Money supply (Jan),8.60%,,8.60%
2016/03/09 02:00:00,02:00,JPY,Low,Machine Tool Orders (YoY),-22.6%,,-17.2%
